date,boro,metric,value
2019-02-02,STATEN ISLAND,Missed Collection (All Materials),328
2019-02-02,STATEN ISLAND,Illegal Parking,328
2019-02-02,Unspecified,complaints,55
2019-02-02,Unspecified,Benefit Card Replacement,55
2019-02-02,Unspecified,HPD Literature Request,55
2019-02-02,Unspecified,Highway Condition,55
2019-02-02,Unspecified,Taxi Complaint,55
2019-02-02,Unspecified,For Hire Vehicle Complaint,55
2019-02-03,Unspecified,HPD Literature Request,45
2019-02-03,NYC,HEAT/HOT WATER,5889
2019-02-03,NYC,Noise - Residential,5889
2019-02-03,NYC,Illegal Parking,5889
2019-02-03,NYC,Blocked Driveway,5889
2019-02-03,NYC,Request Large Bulky Item Collection,5889
2019-02-03,BRONX,complaints,1112
2019-02-03,BRONX,HEAT/HOT WATER,1112
2019-02-03,BRONX,Noise - Residential,1112
2019-02-03,BRONX,Blocked Driveway,1112
2019-02-03,BRONX,UNSANITARY CONDITION,1112
2019-02-03,BRONX,Illegal Parking,1112
2019-02-03,BROOKLYN,complaints,1809
2019-02-03,BROOKLYN,Noise - Residential,1809
2019-02-03,BROOKLYN,HEAT/HOT WATER,1809
2019-02-03,BROOKLYN,Request Large Bulky Item Collection,1809
2019-02-03,BROOKLYN,Blocked Driveway,1809
2019-02-03,BROOKLYN,Illegal Parking,1809
2019-02-03,MANHATTAN,complaints,1192
2019-02-03,MANHATTAN,HEAT/HOT WATER,1192
2019-02-03,MANHATTAN,Noise - Residential,1192
2019-02-03,MANHATTAN,Illegal Parking,1192
2019-02-03,MANHATTAN,Noise,1192
2019-02-03,MANHATTAN,Noise - Commercial,1192
2019-02-03,QUEENS,complaints,1398
2019-02-03,QUEENS,Illegal Parking,1398
2019-02-03,QUEENS,Blocked Driveway,1398
2019-02-03,QUEENS,Noise - Residential,1398
2019-02-03,QUEENS,Request Large Bulky Item Collection,1398
2019-02-03,QUEENS,HEAT/HOT WATER,1398
2019-02-03,STATEN ISLAND,complaints,333
2019-02-03,STATEN ISLAND,Water System,333
2019-02-03,STATEN ISLAND,Request Large Bulky Item Collection,333
2019-02-03,STATEN ISLAND,Missed Collection (All Materials),333
2019-02-03,STATEN ISLAND,Electronics Waste,333
2019-02-03,STATEN ISLAND,Noise - Residential,333
2019-02-03,Unspecified,complaints,45
2019-02-03,Unspecified,Benefit Card Replacement,45
2019-02-03,Unspecified,Highway Condition,45
2019-02-03,Unspecified,Taxi Complaint,45
2019-02-03,Unspecified,For Hire Vehicle Complaint,45
2019-02-03,Unspecified,HPD Literature Request,45
2019-02-04,Unspecified,Maintenance or Facility,139
2019-02-04,NYC,HEAT/HOT WATER,8154
2019-02-04,NYC,Request Large Bulky Item Collection,8154
2019-02-04,NYC,Illegal Parking,8154
2019-02-04,NYC,Noise - Residential,8154
2019-02-04,NYC,Blocked Driveway,8154
2019-02-04,BRONX,complaints,1500
2019-02-04,BRONX,HEAT/HOT WATER,1500
2019-02-04,BRONX,Noise - Residential,1500
2019-02-04,BRONX,UNSANITARY CONDITION,1500
2019-02-04,BRONX,PAINT/PLASTER,1500
2019-02-04,BRONX,Street Light Condition,1500
2019-02-04,BROOKLYN,complaints,2468
2019-02-04,BROOKLYN,Request Large Bulky Item Collection,2468
2019-02-04,BROOKLYN,HEAT/HOT WATER,2468
2019-02-04,BROOKLYN,Illegal Parking,2468
2019-02-04,BROOKLYN,Blocked Driveway,2468
2019-02-04,BROOKLYN,Noise - Residential,2468
2019-02-04,MANHATTAN,complaints,1585
2019-02-04,MANHATTAN,HEAT/HOT WATER,1585
2019-02-04,MANHATTAN,Noise - Residential,1585
2019-02-04,MANHATTAN,Illegal Parking,1585
2019-02-04,MANHATTAN,Noise,1585
2019-02-04,MANHATTAN,Request Large Bulky Item Collection,1585
2019-02-04,QUEENS,complaints,1969
2019-02-04,QUEENS,Request Large Bulky Item Collection,1969
2019-02-04,QUEENS,Blocked Driveway,1969
2019-02-04,QUEENS,Illegal Parking,1969
2019-02-04,QUEENS,HEAT/HOT WATER,1969
2019-02-04,QUEENS,Street Light Condition,1969
2019-02-04,STATEN ISLAND,complaints,493
2019-02-04,STATEN ISLAND,Request Large Bulky Item Collection,493
2019-02-04,STATEN ISLAND,Electronics Waste,493
2019-02-04,STATEN ISLAND,Noise,493
2019-02-04,STATEN ISLAND,Street Condition,493
2019-02-04,STATEN ISLAND,Dirty Conditions,493
2019-02-04,Unspecified,complaints,139
2019-02-04,Unspecified,Benefit Card Replacement,139
2019-02-04,Unspecified,DOF Parking - Payment Issue,139
2019-02-04,Unspecified,HPD Literature Request,139
2019-02-04,Unspecified,Highway Condition,139
2019-02-04,Unspecified,Maintenance or Facility,139
2019-02-05,Unspecified,DOF Parking - Request Copy,137
2019-02-05,NYC,HEAT/HOT WATER,8037
2019-02-05,NYC,Request Large Bulky Item Collection,8037
2019-02-05,NYC,Illegal Parking,8037
2019-02-05,NYC,Noise - Residential,8037
2019-02-05,NYC,Blocked Driveway,8037
2019-02-05,BRONX,complaints,1388
2019-02-05,BRONX,HEAT/HOT WATER,1388
2019-02-05,BRONX,Noise - Residential,1388
2019-02-05,BRONX,PAINT/PLASTER,1388
2019-02-05,BRONX,Street Light Condition,1388
2019-02-05,BRONX,UNSANITARY CONDITION,1388
2019-02-05,BROOKLYN,complaints,2511
2019-02-05,BROOKLYN,Request Large Bulky Item Collection,2511
2019-02-05,BROOKLYN,Illegal Parking,2511
2019-02-05,BROOKLYN,Blocked Driveway,2511
2019-02-05,BROOKLYN,HEAT/HOT WATER,2511
2019-02-05,BROOKLYN,UNSANITARY CONDITION,2511
2019-02-05,MANHATTAN,complaints,1528
2019-02-05,MANHATTAN,HEAT/HOT WATER,1528
2019-02-05,MANHATTAN,Noise - Residential,1528
2019-02-05,MANHATTAN,Illegal Parking,1528
2019-02-05,MANHATTAN,Noise,1528
2019-02-05,MANHATTAN,Street Condition,1528
2019-02-05,QUEENS,complaints,1942
2019-02-05,QUEENS,Request Large Bulky Item Collection,1942
2019-02-05,QUEENS,Illegal Parking,1942
2019-02-05,QUEENS,Blocked Driveway,1942
2019-02-05,QUEENS,HEAT/HOT WATER,1942
2019-02-05,QUEENS,Street Light Condition,1942
2019-02-05,STATEN ISLAND,complaints,531
2019-02-05,STATEN ISLAND,Request Large Bulky Item Collection,531
2019-02-05,STATEN ISLAND,Electronics Waste,531
2019-02-05,STATEN ISLAND,Water System,531
2019-02-05,STATEN ISLAND,Noise,531
2019-02-05,STATEN ISLAND,Illegal Parking,531
2019-02-05,Unspecified,complaints,137
2019-02-05,Unspecified,Benefit Card Replacement,137
2019-02-05,Unspecified,HPD Literature Request,137
2019-02-05,Unspecified,DOF Parking - Payment Issue,137
2019-02-05,Unspecified,Maintenance or Facility,137
2019-02-05,Unspecified,DOF Parking - Request Copy,137
2019-02-06,Unspecified,Street Light Condition,129
2019-02-06,NYC,HEAT/HOT WATER,8189
2019-02-06,NYC,Request Large Bulky Item Collection,8189
2019-02-06,NYC,Illegal Parking,8189
2019-02-06,NYC,Noise - Residential,8189
2019-02-06,NYC,Blocked Driveway,8189
2019-02-06,BRONX,complaints,1525
2019-02-06,BRONX,HEAT/HOT WATER,1525
2019-02-06,BRONX,Noise - Residential,1525
2019-02-06,BRONX,UNSANITARY CONDITION,1525
2019-02-06,BRONX,PAINT/PLASTER,1525
2019-02-06,BRONX,Street Light Condition,1525
2019-02-06,BROOKLYN,complaints,2522
2019-02-06,BROOKLYN,HEAT/HOT WATER,2522
2019-02-06,BROOKLYN,Request Large Bulky Item Collection,2522
2019-02-06,BROOKLYN,Illegal Parking,2522
2019-02-06,BROOKLYN,Blocked Driveway,2522
2019-02-06,BROOKLYN,UNSANITARY CONDITION,2522
2019-02-06,MANHATTAN,complaints,1456
2019-02-06,MANHATTAN,HEAT/HOT WATER,1456
2019-02-06,MANHATTAN,Noise,1456
2019-02-06,MANHATTAN,Noise - Residential,1456
2019-02-06,MANHATTAN,Illegal Parking,1456
2019-02-06,MANHATTAN,PAINT/PLASTER,1456
2019-02-06,QUEENS,complaints,1941
2019-02-06,QUEENS,Request Large Bulky Item Collection,1941
2019-02-06,QUEENS,Illegal Parking,1941
2019-02-06,QUEENS,HEAT/HOT WATER,1941
2019-02-06,QUEENS,Blocked Driveway,1941
2019-02-06,QUEENS,Street Condition,1941
2019-02-06,STATEN ISLAND,complaints,616
2019-02-06,STATEN ISLAND,Request Large Bulky Item Collection,616
2019-02-06,STATEN ISLAND,Water System,616
2019-02-06,STATEN ISLAND,Street Condition,616
2019-02-06,STATEN ISLAND,Illegal Parking,616
2019-02-06,STATEN ISLAND,Sanitation Condition,616
2019-02-06,Unspecified,complaints,129
2019-02-06,Unspecified,Benefit Card Replacement,129
2019-02-06,Unspecified,DOF Parking - Payment Issue,129
2019-02-06,Unspecified,HPD Literature Request,129
2019-02-06,Unspecified,Illegal Parking,129
2019-02-06,Unspecified,Street Light Condition,129
2019-02-07,Unspecified,Maintenance or Facility,128
2019-02-07,NYC,HEAT/HOT WATER,7631
2019-02-07,NYC,Illegal Parking,7631
2019-02-07,NYC,Request Large Bulky Item Collection,7631
2019-02-07,NYC,Noise - Residential,7631
2019-02-07,NYC,Blocked Driveway,7631
2019-02-07,BRONX,complaints,1454
2019-02-07,BRONX,HEAT/HOT WATER,1454
2019-02-07,BRONX,PLUMBING,1454
2019-02-07,BRONX,Noise - Residential,1454
2019-02-07,BRONX,UNSANITARY CONDITION,1454
2019-02-07,BRONX,Street Light Condition,1454
2019-02-07,BROOKLYN,complaints,2346
2019-02-07,BROOKLYN,HEAT/HOT WATER,2346
2019-02-07,BROOKLYN,Illegal Parking,2346
2019-02-07,BROOKLYN,Request Large Bulky Item Collection,2346
2019-02-07,BROOKLYN,Blocked Driveway,2346
2019-02-07,BROOKLYN,Street Condition,2346
2019-02-07,MANHATTAN,complaints,1474
2019-02-07,MANHATTAN,HEAT/HOT WATER,1474
2019-02-07,MANHATTAN,Noise - Residential,1474
2019-02-07,MANHATTAN,Noise,1474
2019-02-07,MANHATTAN,Illegal Parking,1474
2019-02-07,MANHATTAN,Request Large Bulky Item Collection,1474
2019-02-07,QUEENS,complaints,1763
2019-02-07,QUEENS,Request Large Bulky Item Collection,1763
2019-02-07,QUEENS,Blocked Driveway,1763
2019-02-07,QUEENS,Illegal Parking,1763
2019-02-07,QUEENS,HEAT/HOT WATER,1763
2019-02-07,QUEENS,Street Condition,1763
2019-02-07,STATEN ISLAND,complaints,466
2019-02-07,STATEN ISLAND,Street Condition,466
2019-02-07,STATEN ISLAND,Illegal Parking,466
2019-02-07,STATEN ISLAND,Request Large Bulky Item Collection,466
2019-02-07,STATEN ISLAND,Missed Collection (All Materials),466
2019-02-07,STATEN ISLAND,Electronics Waste,466
2019-02-07,Unspecified,complaints,128
2019-02-07,Unspecified,Benefit Card Replacement,128
2019-02-07,Unspecified,DOF Parking - Payment Issue,128
2019-02-07,Unspecified,Highway Condition,128
2019-02-07,Unspecified,HPD Literature Request,128
2019-02-07,Unspecified,Maintenance or Facility,128
2019-02-08,Unspecified,Street Light Condition,124
2019-02-08,NYC,HEAT/HOT WATER,7329
2019-02-08,NYC,Illegal Parking,7329
2019-02-08,NYC,Noise - Residential,7329
2019-02-08,NYC,Request Large Bulky Item Collection,7329
2019-02-08,NYC,Blocked Driveway,7329
2019-02-08,BRONX,complaints,1391
2019-02-08,BRONX,HEAT/HOT WATER,1391
2019-02-08,BRONX,Noise - Residential,1391
2019-02-08,BRONX,UNSANITARY CONDITION,1391
2019-02-08,BRONX,Street Light Condition,1391
2019-02-08,BRONX,Blocked Driveway,1391
2019-02-08,BROOKLYN,complaints,2236
2019-02-08,BROOKLYN,HEAT/HOT WATER,2236
2019-02-08,BROOKLYN,Illegal Parking,2236
2019-02-08,BROOKLYN,Request Large Bulky Item Collection,2236
2019-02-08,BROOKLYN,Blocked Driveway,2236
2019-02-08,BROOKLYN,Noise - Residential,2236
2019-02-08,MANHATTAN,complaints,1310
2019-02-08,MANHATTAN,HEAT/HOT WATER,1310
2019-02-08,MANHATTAN,Noise - Residential,1310
2019-02-08,MANHATTAN,Illegal Parking,1310
2019-02-08,MANHATTAN,Noise,1310
2019-02-08,MANHATTAN,Noise - Street/Sidewalk,1310
2019-02-08,QUEENS,complaints,1815
2019-02-08,QUEENS,Illegal Parking,1815
2019-02-08,QUEENS,HEAT/HOT WATER,1815
2019-02-08,QUEENS,Request Large Bulky Item Collection,1815
2019-02-08,QUEENS,Blocked Driveway,1815
2019-02-08,QUEENS,Street Condition,1815
2019-02-08,STATEN ISLAND,complaints,453
2019-02-08,STATEN ISLAND,Street Condition,453
2019-02-08,STATEN ISLAND,Missed Collection (All Materials),453
2019-02-08,STATEN ISLAND,Request Large Bulky Item Collection,453
2019-02-08,STATEN ISLAND,Noise,453
2019-02-08,STATEN ISLAND,Street Light Condition,453
2019-02-08,Unspecified,complaints,124
2019-02-08,Unspecified,Benefit Card Replacement,124
2019-02-08,Unspecified,HPD Literature Request,124
2019-02-08,Unspecified,DOF Parking - Payment Issue,124
2019-02-08,Unspecified,For Hire Vehicle Complaint,124
2019-02-08,Unspecified,Street Light Condition,124
2019-02-09,Unspecified,Street Light Condition,56
2019-02-09,NYC,HEAT/HOT WATER,6129
2019-02-09,NYC,Noise - Residential,6129
2019-02-09,NYC,Blocked Driveway,6129
2019-02-09,NYC,Illegal Parking,6129
2019-02-09,NYC,Request Large Bulky Item Collection,6129
2019-02-09,BRONX,complaints,1289
2019-02-09,BRONX,HEAT/HOT WATER,1289
2019-02-09,BRONX,Noise - Residential,1289
2019-02-09,BRONX,Blocked Driveway,1289
2019-02-09,BRONX,Illegal Parking,1289
2019-02-09,BRONX,UNSANITARY CONDITION,1289
2019-02-09,BROOKLYN,complaints,1861
2019-02-09,BROOKLYN,HEAT/HOT WATER,1861
2019-02-09,BROOKLYN,Noise - Residential,1861
2019-02-09,BROOKLYN,Blocked Driveway,1861
2019-02-09,BROOKLYN,Illegal Parking,1861
2019-02-09,BROOKLYN,Request Large Bulky Item Collection,1861
2019-02-09,MANHATTAN,complaints,1283
2019-02-09,MANHATTAN,HEAT/HOT WATER,1283
2019-02-09,MANHATTAN,Noise - Residential,1283
2019-02-09,MANHATTAN,Noise,1283
2019-02-09,MANHATTAN,Noise - Commercial,1283
2019-02-09,MANHATTAN,For Hire Vehicle Complaint,1283
2019-02-09,QUEENS,complaints,1294
2019-02-09,QUEENS,Blocked Driveway,1294
2019-02-09,QUEENS,HEAT/HOT WATER,1294
2019-02-09,QUEENS,Illegal Parking,1294
2019-02-09,QUEENS,Request Large Bulky Item Collection,1294
2019-02-09,QUEENS,Noise - Residential,1294
2019-02-09,STATEN ISLAND,complaints,346
2019-02-09,STATEN ISLAND,Noise,346
2019-02-09,STATEN ISLAND,Missed Collection (All Materials),346
2019-02-09,STATEN ISLAND,Electronics Waste,346
2019-02-09,STATEN ISLAND,Noise - Residential,346
2019-02-09,STATEN ISLAND,Water System,346
2019-02-09,Unspecified,complaints,56
2019-02-09,Unspecified,Benefit Card Replacement,56
2019-02-09,Unspecified,Highway Condition,56
2019-02-09,Unspecified,HPD Literature Request,56
2019-02-09,Unspecified,DCA / DOH New License Application Request,56
2019-02-09,Unspecified,Street Light Condition,56
2019-02-10,Unspecified,Derelict Vehicle,40
2019-02-10,NYC,HEAT/HOT WATER,5860
2019-02-10,NYC,Noise - Residential,5860
2019-02-10,NYC,Request Large Bulky Item Collection,5860
2019-02-10,NYC,Illegal Parking,5860
2019-02-10,NYC,Blocked Driveway,5860
2019-02-10,BRONX,complaints,1122
2019-02-10,BRONX,HEAT/HOT WATER,1122
2019-02-10,BRONX,Noise - Residential,1122
2019-02-10,BRONX,Blocked Driveway,1122
2019-02-10,BRONX,Illegal Parking,1122
2019-02-10,BRONX,UNSANITARY CONDITION,1122
2019-02-10,BROOKLYN,complaints,1805
2019-02-10,BROOKLYN,HEAT/HOT WATER,1805
2019-02-10,BROOKLYN,Noise - Residential,1805
2019-02-10,BROOKLYN,Request Large Bulky Item Collection,1805
2019-02-10,BROOKLYN,Illegal Parking,1805
2019-02-10,BROOKLYN,Blocked Driveway,1805
2019-02-10,MANHATTAN,complaints,1210
2019-02-10,MANHATTAN,HEAT/HOT WATER,1210
2019-02-10,MANHATTAN,Noise - Residential,1210
2019-02-10,MANHATTAN,Noise,1210
2019-02-10,MANHATTAN,Noise - Commercial,1210
2019-02-10,MANHATTAN,Noise - Street/Sidewalk,1210
2019-02-10,QUEENS,complaints,1370
2019-02-10,QUEENS,HEAT/HOT WATER,1370
2019-02-10,QUEENS,Illegal Parking,1370
2019-02-10,QUEENS,Request Large Bulky Item Collection,1370
2019-02-10,QUEENS,Blocked Driveway,1370
2019-02-10,QUEENS,Noise - Residential,1370
2019-02-10,STATEN ISLAND,complaints,313
2019-02-10,STATEN ISLAND,Request Large Bulky Item Collection,313
2019-02-10,STATEN ISLAND,Electronics Waste,313
2019-02-10,STATEN ISLAND,Illegal Parking,313
2019-02-10,STATEN ISLAND,HEAT/HOT WATER,313
2019-02-10,STATEN ISLAND,Noise - Residential,313
2019-02-10,Unspecified,complaints,40
2019-02-10,Unspecified,Benefit Card Replacement,40
2019-02-10,Unspecified,Highway Condition,40
2019-02-10,Unspecified,HPD Literature Request,40
2019-02-10,Unspecified,Illegal Parking,40
2019-02-10,Unspecified,Derelict Vehicle,40
2019-02-11,Unspecified,DCA / DOH New License Application Request,152
2019-02-11,NYC,HEAT/HOT WATER,7921
2019-02-11,NYC,Request Large Bulky Item Collection,7921
2019-02-11,NYC,Illegal Parking,7921
2019-02-11,NYC,Noise - Residential,7921
2019-02-11,NYC,Blocked Driveway,7921
2019-02-11,BRONX,complaints,1537
2019-02-11,BRONX,HEAT/HOT WATER,1537
2019-02-11,BRONX,Noise - Residential,1537
2019-02-11,BRONX,UNSANITARY CONDITION,1537
2019-02-11,BRONX,PAINT/PLASTER,1537
2019-02-11,BRONX,Blocked Driveway,1537
2019-02-11,BROOKLYN,complaints,2556
2019-02-11,BROOKLYN,HEAT/HOT WATER,2556
2019-02-11,BROOKLYN,Request Large Bulky Item Collection,2556
2019-02-11,BROOKLYN,Illegal Parking,2556
2019-02-11,BROOKLYN,Blocked Driveway,2556
2019-02-11,BROOKLYN,Noise - Residential,2556
2019-02-11,MANHATTAN,complaints,1482
2019-02-11,MANHATTAN,HEAT/HOT WATER,1482
2019-02-11,MANHATTAN,Noise - Residential,1482
2019-02-11,MANHATTAN,Noise,1482
2019-02-11,MANHATTAN,Illegal Parking,1482
2019-02-11,MANHATTAN,UNSANITARY CONDITION,1482
2019-02-11,QUEENS,complaints,1751
2019-02-11,QUEENS,Request Large Bulky Item Collection,1751
2019-02-11,QUEENS,HEAT/HOT WATER,1751
2019-02-11,QUEENS,Illegal Parking,1751
2019-02-11,QUEENS,Blocked Driveway,1751
2019-02-11,QUEENS,Street Condition,1751
2019-02-11,STATEN ISLAND,complaints,443
2019-02-11,STATEN ISLAND,Street Condition,443
2019-02-11,STATEN ISLAND,Request Large Bulky Item Collection,443
2019-02-11,STATEN ISLAND,Illegal Parking,443
2019-02-11,STATEN ISLAND,Electronics Waste,443
2019-02-11,STATEN ISLAND,New Tree Request,443
2019-02-11,Unspecified,complaints,152
2019-02-11,Unspecified,DOF Parking - Payment Issue,152
2019-02-11,Unspecified,Benefit Card Replacement,152
2019-02-11,Unspecified,HPD Literature Request,152
2019-02-11,Unspecified,Highway Condition,152
2019-02-11,Unspecified,DCA / DOH New License Application Request,152
2019-02-12,Unspecified,DCA / DOH New License Application Request,125
2019-02-12,NYC,HEAT/HOT WATER,7481
2019-02-12,NYC,Noise - Residential,7481
2019-02-12,NYC,Illegal Parking,7481
2019-02-12,NYC,Request Large Bulky Item Collection,7481
2019-02-12,NYC,Blocked Driveway,7481
2019-02-12,BRONX,complaints,1608
2019-02-12,BRONX,HEAT/HOT WATER,1608
2019-02-12,BRONX,Noise - Residential,1608
2019-02-12,BRONX,UNSANITARY CONDITION,1608
2019-02-12,BRONX,PAINT/PLASTER,1608
2019-02-12,BRONX,Street Light Condition,1608
2019-02-12,BROOKLYN,complaints,2262
2019-02-12,BROOKLYN,HEAT/HOT WATER,2262
2019-02-12,BROOKLYN,Blocked Driveway,2262
2019-02-12,BROOKLYN,Illegal Parking,2262
2019-02-12,BROOKLYN,Request Large Bulky Item Collection,2262
2019-02-12,BROOKLYN,UNSANITARY CONDITION,2262
2019-02-12,MANHATTAN,complaints,1638
2019-02-12,MANHATTAN,HEAT/HOT WATER,1638
2019-02-12,MANHATTAN,Noise - Residential,1638
2019-02-12,MANHATTAN,UNSANITARY CONDITION,1638
2019-02-12,MANHATTAN,Noise,1638
2019-02-12,MANHATTAN,PLUMBING,1638
2019-02-12,QUEENS,complaints,1460
2019-02-12,QUEENS,HEAT/HOT WATER,1460
2019-02-12,QUEENS,Request Large Bulky Item Collection,1460
2019-02-12,QUEENS,Illegal Parking,1460
2019-02-12,QUEENS,Blocked Driveway,1460
2019-02-12,QUEENS,Street Light Condition,1460
2019-02-12,STATEN ISLAND,complaints,388
2019-02-12,STATEN ISLAND,Request Large Bulky Item Collection,388
2019-02-12,STATEN ISLAND,Street Condition,388
2019-02-12,STATEN ISLAND,Noise,388
2019-02-12,STATEN ISLAND,Illegal Parking,388
2019-02-12,STATEN ISLAND,Missed Collection (All Materials),388
2019-02-12,Unspecified,complaints,125
2019-02-12,Unspecified,Benefit Card Replacement,125
2019-02-12,Unspecified,HPD Literature Request,125
2019-02-12,Unspecified,DOF Parking - Payment Issue,125
2019-02-12,Unspecified,Highway Condition,125
2019-02-12,Unspecified,DCA / DOH New License Application Request,125
2019-02-13,Unspecified,DCA / DOH New License Application Request,129
2019-02-13,NYC,HEAT/HOT WATER,7584
2019-02-13,NYC,Illegal Parking,7584
2019-02-13,NYC,Request Large Bulky Item Collection,7584
2019-02-13,NYC,Noise - Residential,7584
2019-02-13,NYC,Blocked Driveway,7584
2019-02-13,BRONX,complaints,1567
2019-02-13,BRONX,HEAT/HOT WATER,1567
2019-02-13,BRONX,Noise - Residential,1567
2019-02-13,BRONX,UNSANITARY CONDITION,1567
2019-02-13,BRONX,PAINT/PLASTER,1567
2019-02-13,BRONX,PLUMBING,1567
2019-02-13,BROOKLYN,complaints,2310
2019-02-13,BROOKLYN,HEAT/HOT WATER,2310
2019-02-13,BROOKLYN,Request Large Bulky Item Collection,2310
2019-02-13,BROOKLYN,Illegal Parking,2310
2019-02-13,BROOKLYN,Blocked Driveway,2310
2019-02-13,BROOKLYN,Noise - Residential,2310
2019-02-13,MANHATTAN,complaints,1433
2019-02-13,MANHATTAN,HEAT/HOT WATER,1433
2019-02-13,MANHATTAN,Noise - Residential,1433
2019-02-13,MANHATTAN,Illegal Parking,1433
2019-02-13,MANHATTAN,Street Condition,1433
2019-02-13,MANHATTAN,Noise,1433
2019-02-13,QUEENS,complaints,1775
2019-02-13,QUEENS,Request Large Bulky Item Collection,1775
2019-02-13,QUEENS,Illegal Parking,1775
2019-02-13,QUEENS,Blocked Driveway,1775
2019-02-13,QUEENS,Street Condition,1775
2019-02-13,QUEENS,Street Light Condition,1775
2019-02-13,STATEN ISLAND,complaints,370
2019-02-13,STATEN ISLAND,Street Condition,370
2019-02-13,STATEN ISLAND,Request Large Bulky Item Collection,370
2019-02-13,STATEN ISLAND,Illegal Parking,370
2019-02-13,STATEN ISLAND,Street Light Condition,370
2019-02-13,STATEN ISLAND,Electronics Waste,370
2019-02-13,Unspecified,complaints,129
2019-02-13,Unspecified,Benefit Card Replacement,129
2019-02-13,Unspecified,DOF Parking - Payment Issue,129
2019-02-13,Unspecified,Highway Condition,129
2019-02-13,Unspecified,HPD Literature Request,129
2019-02-13,Unspecified,DCA / DOH New License Application Request,129
2019-02-14,Unspecified,DCA / DOH New License Application Request,116
2019-02-14,NYC,HEAT/HOT WATER,7293
2019-02-14,NYC,Noise - Residential,7293
2019-02-14,NYC,Illegal Parking,7293
2019-02-14,NYC,Request Large Bulky Item Collection,7293
2019-02-14,NYC,Blocked Driveway,7293
2019-02-14,BRONX,complaints,1370
2019-02-14,BRONX,HEAT/HOT WATER,1370
2019-02-14,BRONX,Noise - Residential,1370
2019-02-14,BRONX,PAINT/PLASTER,1370
2019-02-14,BRONX,Blocked Driveway,1370
2019-02-14,BRONX,UNSANITARY CONDITION,1370
2019-02-14,BROOKLYN,complaints,2133
2019-02-14,BROOKLYN,HEAT/HOT WATER,2133
2019-02-14,BROOKLYN,Illegal Parking,2133
2019-02-14,BROOKLYN,Request Large Bulky Item Collection,2133
2019-02-14,BROOKLYN,Blocked Driveway,2133
2019-02-14,BROOKLYN,Noise - Residential,2133
2019-02-14,MANHATTAN,complaints,1379
2019-02-14,MANHATTAN,HEAT/HOT WATER,1379
2019-02-14,MANHATTAN,Noise - Residential,1379
2019-02-14,MANHATTAN,Illegal Parking,1379
2019-02-14,MANHATTAN,Noise,1379
2019-02-14,MANHATTAN,General Construction/Plumbing,1379
2019-02-14,QUEENS,complaints,1812
2019-02-14,QUEENS,HEAT/HOT WATER,1812
2019-02-14,QUEENS,Blocked Driveway,1812
2019-02-14,QUEENS,Request Large Bulky Item Collection,1812
2019-02-14,QUEENS,Illegal Parking,1812
2019-02-14,QUEENS,Street Condition,1812
2019-02-14,STATEN ISLAND,complaints,483
2019-02-14,STATEN ISLAND,Street Condition,483
2019-02-14,STATEN ISLAND,Noise,483
2019-02-14,STATEN ISLAND,Request Large Bulky Item Collection,483
2019-02-14,STATEN ISLAND,Missed Collection (All Materials),483
2019-02-14,STATEN ISLAND,Street Light Condition,483
2019-02-14,Unspecified,complaints,116
2019-02-14,Unspecified,Benefit Card Replacement,116
2019-02-14,Unspecified,DOF Parking - Payment Issue,116
2019-02-14,Unspecified,Highway Condition,116
2019-02-14,Unspecified,HPD Literature Request,116
2019-02-14,Unspecified,DCA / DOH New License Application Request,116
2019-02-15,Unspecified,Highway Condition,125
2019-02-15,NYC,HEAT/HOT WATER,7243
2019-02-15,NYC,Illegal Parking,7243
2019-02-15,NYC,Noise - Residential,7243
2019-02-15,NYC,Request Large Bulky Item Collection,7243
2019-02-15,NYC,Blocked Driveway,7243
2019-02-15,BRONX,complaints,1202
2019-02-15,BRONX,HEAT/HOT WATER,1202
2019-02-15,BRONX,Noise - Residential,1202
2019-02-15,BRONX,PAINT/PLASTER,1202
2019-02-15,BRONX,Blocked Driveway,1202
2019-02-15,BRONX,Illegal Parking,1202
2019-02-15,BROOKLYN,complaints,2294
2019-02-15,BROOKLYN,Illegal Parking,2294
2019-02-15,BROOKLYN,Request Large Bulky Item Collection,2294
2019-02-15,BROOKLYN,HEAT/HOT WATER,2294
2019-02-15,BROOKLYN,Blocked Driveway,2294
2019-02-15,BROOKLYN,Noise - Residential,2294
2019-02-15,MANHATTAN,complaints,1438
2019-02-15,MANHATTAN,Noise - Residential,1438
2019-02-15,MANHATTAN,HEAT/HOT WATER,1438
2019-02-15,MANHATTAN,Illegal Parking,1438
2019-02-15,MANHATTAN,Noise - Street/Sidewalk,1438
2019-02-15,MANHATTAN,Request Large Bulky Item Collection,1438
2019-02-15,QUEENS,complaints,1708
2019-02-15,QUEENS,Request Large Bulky Item Collection,1708
2019-02-15,QUEENS,Blocked Driveway,1708
2019-02-15,QUEENS,Illegal Parking,1708
2019-02-15,QUEENS,Street Condition,1708
2019-02-15,QUEENS,Street Light Condition,1708
2019-02-15,STATEN ISLAND,complaints,476
2019-02-15,STATEN ISLAND,Street Condition,476
2019-02-15,STATEN ISLAND,Request Large Bulky Item Collection,476
2019-02-15,STATEN ISLAND,Illegal Parking,476
2019-02-15,STATEN ISLAND,Noise,476
2019-02-15,STATEN ISLAND,Missed Collection (All Materials),476
2019-02-15,Unspecified,complaints,125
